nama_produk,harga,harga_angka,harga_asli,diskon_persen,rating,terjual,nama_toko,kota,tier_toko,badge,kategori,gratis_ongkir,cashback,is_iklan,url,image_url
Gigabyte Aero 14 Gaming Laptop i7 w/ QHD + GDDR5X 1060 6 GB Not ROG,Rp11.999.000,11999000,,0,5.0,,GanDanteStore_NEW,Bandung,1,Bandung,Komputer & Laptop,Tidak,,Tidak,https://www.tokopedia.com/gandante/gigabyte-aero-14-gaming-laptop-i7-w-qhd-gddr5x-1060-6-gb-not-rog?extParam=ivf%3Dfalse%26keyword%3Dlaptop+gigabyte%26search_id%3D20260617042155310DCBBF4CCE621C4PNA%26src%3Dsearch,https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/img/product-1/2018/8/6/3431641/3431641_f5147e96-ae04-4c77-bf0d-447dbec59a8c_2048_1536.jpg~tplv-aphluv4xwc-white-pad-v1:200:200.jpeg?lk3s=97278606&x-expires=1781673715&x-signature=4x5m6LDgjBqXlm1tnsmYAk23HVQ%3D&x-signature-webp=wFBoxYmOgF2RJRjdjY330lgtxT4%3D
Genuine FOR GIGABYTE GA-RP55W6 LAPTOP MOTHERBOARD WITH I7 CPU AND GTX1060M,Rp13.476.400,13476400,,0,,,gugum Far,Jakarta Pusat,1,Jakarta Pusat,Handphone & Tablet,Tidak,,Tidak,https://www.tokopedia.com/gugumfar/genuine-for-gigabyte-ga-rp55w6-laptop-motherboard-with-i7-cpu-and-gtx1060m-1732799353892341050?extParam=ivf%3Dfalse%26keyword%3Dlaptop+gigabyte%26search_id%3D20260617042155310DCBBF4CCE621C4PNA%26src%3Dsearch,https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/091e37838b374291a4769ef3d5f92f1b~tplv-aphluv4xwc-white-pad-v1:200:200.jpeg?lk3s=97278606&x-expires=1781673715&x-signature=2G7MuHtVLVOgDSaC9iSWN%2FHEWaw%3D&x-signature-webp=fBW6Io%2F9mOEaBDdFiWBhLzDzAu0%3D
LAPTOP GAMING GIGABYTE SABRE i7 RAM 8GB SSD 256GB BEKAS SECOND,Rp12.900.000,12900000,,0,,,Rimas Laptop,Bekasi,1,Bekasi,Komputer & Laptop,Tidak,,Tidak,https://www.tokopedia.com/rimaslaptopof/laptop-gaming-gigabyte-sabre-i7-ram-8gb-ssd-256gb-bekas-second?extParam=ivf%3Dfalse%26keyword%3Dlaptop+gigabyte%26search_id%3D20260617042155310DCBBF4CCE621C4PNA%26src%3Dsearch,https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/img/VqbcmM/2021/3/27/9c7bc1ca-273b-436b-bf35-ce202f0cb449.jpg~tplv-aphluv4xwc-white-pad-v1:200:200.jpeg?lk3s=97278606&x-expires=1781673715&x-signature=CW7Xv%2Fcemp2t0uKiQ3NUoajEx80%3D&x-signature-webp=9sGA41OnIhGhhSDruC6T1HyrcCM%3D
VGA Card Gigabyte GeForce RTX 5070 EAGLE OC SFF 12G - 12GB GDDR7 Laptop Pc,Rp12.770.000,12770000,,0,,,Elno Comp,Jakarta Pusat,1,Jakarta Pusat,Komputer & Laptop,Tidak,,Tidak,https://www.tokopedia.com/elno-comp/vga-card-gigabyte-geforce-rtx-5070-eagle-oc-sff-12g-12gb-gddr7-laptop-pc-1731664261338072257?extParam=ivf%3Dfalse%26keyword%3Dlaptop+gigabyte%26search_id%3D20260617042155310DCBBF4CCE621C4PNA%26src%3Dsearch,https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/776598da50d848a599302e49ed1b5213~tplv-aphluv4xwc-white-pad-v1:200:200.jpeg?lk3s=97278606&x-expires=1781673715&x-signature=TdwoUPozWT3bJOj9bd7xeNGiVg4%3D&x-signature-webp=hIKAtIP8l3HKruXkx9YzrALFXFk%3D
