nama_produk,harga,harga_angka,harga_asli,diskon_persen,rating,terjual,nama_toko,kota,tier_toko,badge,kategori,gratis_ongkir,cashback,is_iklan,url,image_url
Axioo Hype-R X8 OLED Ryzen 7 6850U 16GB 512GB SSD Windows 11 14.0 FHD IPS HDMI Laptop Gaming Pro,Rp11.519.000,11519000,Rp18.999.000,0,4.9,,AI Official Store,Bekasi,2,Bekasi,Komputer & Laptop,Tidak,,Tidak,https://www.tokopedia.com/alienwareofficial/axioo-hype-r-x8-oled-ryzen-7-6850u-16gb-512gb-ssd-windows-11-14-0-fhd-ips-hdmi-laptop-gaming-pro-1732942991819900179?extParam=ivf%3Dfalse%26keyword%3Dlaptop+axioo%26search_id%3D2026061704212501386BD6D8E09115BJMY%26src%3Dsearch%26whid%3D20886962,https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/81a16b166e9f49e2afbd45226c8c9a8c~tplv-aphluv4xwc-white-pad-v1:200:200.jpeg?lk3s=97278606&x-expires=1781673685&x-signature=k4T4h7W15CGL2yrVxkUDue62eY4%3D&x-signature-webp=2gMK%2FW5HyyAp%2FruO9s2%2BLENs9LQ%3D
"LAPTOP AXIOO Hype R 5 OLED Core i5-1235U 24GB 512GB 14"" FHD",Rp11.809.000,11809000,,0,4.9,,KangLaptop_NEW,Jakarta Selatan,2,Jakarta Selatan,Komputer & Laptop,Tidak,,Tidak,https://www.tokopedia.com/kanglaptop/laptop-axioo-hype-r-5-oled-core-i5-1235u-24gb-512gb-14-fhd-1733438818113128265?extParam=ivf%3Dfalse%26keyword%3Dlaptop+axioo%26search_id%3D2026061704212501386BD6D8E09115BJMY%26src%3Dsearch,https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/93969a2153614dc2bdb8f6c46c3c2c11~tplv-aphluv4xwc-white-pad-v1:200:200.jpeg?lk3s=97278606&x-expires=1781673685&x-signature=j%2Fu9z39xqC9n4O3FLoY1vkGDAso%3D&x-signature-webp=He4gA2uKEpRzWuaiKRCZnGDIC14%3D
"Laptop Axioo Mybook Hype 3 G11 Core i3 1125G4 8GB 256GB 14"" FHD",Rp11.721.000,11721000,,0,4.9,,TeknoTrend ID,Jakarta Pusat,2,Jakarta Pusat,Komputer & Laptop,Tidak,,Tidak,https://www.tokopedia.com/teknotrend/laptop-axioo-mybook-hype-3-g11-core-i3-1125g4-8gb-256gb-14-fhd-1730968809126987714?extParam=ivf%3Dfalse%26keyword%3Dlaptop+axioo%26search_id%3D2026061704212501386BD6D8E09115BJMY%26src%3Dsearch,https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/d10cb1c806364e9f95dd37c583683373~tplv-aphluv4xwc-white-pad-v1:200:200.jpeg?lk3s=97278606&x-expires=1781673685&x-signature=Gp6sWnmpT07XqsXU9uH6aG9duVk%3D&x-signature-webp=jPFrzemo6xIp5yR5SDMJV8FYc08%3D
"LAPTOP AXIOO HYPE 7 AMD X8-1 | Ryzen 7 6800H 16GB 512GB 14""FHD W11",Rp10.509.000,10509000,Rp17.999.000,0,4.9,,Axioo Official Store ID,Jakarta Utara,2,Jakarta Utara,Komputer & Laptop,Tidak,,Tidak,https://www.tokopedia.com/axiooslimbook/laptop-axioo-hype-7-amd-x8-1-ryzen-7-6800h-16gb-512gb-14-fhd-w11-1734318474061645167?extParam=ivf%3Dfalse%26keyword%3Dlaptop+axioo%26search_id%3D2026061704212501386BD6D8E09115BJMY%26src%3Dsearch,https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/img/VqbcmM/2025/2/19/fc730800-1c53-41ad-8d0f-ef5a35bacc39.png~tplv-aphluv4xwc-white-pad-v1:200:200.jpeg?lk3s=97278606&x-expires=1781673685&x-signature=CjjiCW%2BqkGF85HuUCiBFMaEtb%2Bs%3D&x-signature-webp=doeK7LiBBJA%2B8M4UT0twXE8J%2F8k%3D
LAPTOP AXIOO PONGO 735 | i7 13620H 16GB 512GB RTX 3050 6GB WINDOWS 11,Rp14.674.857,14674857,Rp20.199.000,0,4.9,,Axioo Official Store ID,Jakarta Utara,2,Jakarta Utara,Komputer & Laptop,Tidak,,Tidak,https://www.tokopedia.com/axiooslimbook/laptop-axioo-pongo-735-i7-13620h-16gb-512gb-rtx-3050-6gb-windows-11-1734384856865408367?extParam=ivf%3Dfalse%26keyword%3Dlaptop+axioo%26search_id%3D2026061704212501386BD6D8E09115BJMY%26src%3Dsearch,https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/66c78f142958471aaac1d13f0f069e4d~tplv-aphluv4xwc-white-pad-v1:200:200.jpeg?lk3s=97278606&x-expires=1781673685&x-signature=ldFaVajq01YNw8pvWwkWmtgHV2M%3D&x-signature-webp=PbWT6ejzXZSDpGi42JsLOUbzfiA%3D
"LAPTOP AXIOO Hype R 5 OLED Core i5-1235U 24GB 512GB 14"" FHD",Rp11.269.000,11269000,Rp20.299.000,0,4.7,,AGRES ID,Jakarta Utara,2,Jakarta Utara,Komputer & Laptop,Tidak,,Tidak,https://www.tokopedia.com/agresid/laptop-axioo-hype-r-5-oled-core-i5-1235u-24gb-512gb-14-fhd-1730868597244003359?extParam=ivf%3Dfalse%26keyword%3Dlaptop+axioo%26search_id%3D2026061704212501386BD6D8E09115BJMY%26src%3Dsearch,https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/b0351001f07948b0be84ea24847b45a1~tplv-aphluv4xwc-white-pad-v1:200:200.jpeg?lk3s=97278606&x-expires=1781673685&x-signature=EB7w6LYprFfVsPT1j9kVVZrbrOU%3D&x-signature-webp=0LyEPhbHvEB9JqRR3dYkDBYqjTY%3D
"[ RESMI + ADP ] Laptop Axioo Pongo 735 Intel Core i7-13620H RTX 3050 RAM 16GB 512GB SSD 15.6"" FHD IPS 144Hz Windows 11",Rp14.717.475,14717475,Rp16.999.000,0,4.7,,Onestop Gaming,Jakarta Pusat,2,Jakarta Pusat,Komputer & Laptop,Tidak,,Tidak,https://www.tokopedia.com/onestopgaming/laptop-axioo-pongo-735-intel-core-i7-13620h-rtx-3050-ram-16gb-512gb-ssd-15-6-fhd-ips-144hz-windows-11-adp-1733972648956626178?extParam=ivf%3Dtrue%26keyword%3Dlaptop+axioo%26search_id%3D2026061704212501386BD6D8E09115BJMY%26src%3Dsearch,https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/9ac6ffd7cafb49fc855c6eddc511b4e6~tplv-aphluv4xwc-white-pad-v1:200:200.jpeg?lk3s=97278606&x-expires=1781673685&x-signature=%2B3YSCJKHR1pILKxDVaW%2B3sjBRG0%3D&x-signature-webp=DBE%2BRG7G8XDU%2FbWxifFry7jOLwM%3D
Laptop Axioo Mybook Pro K5 (16N5) i5-1135G7 16GB 512GB NVME TKDN Resmi,Rp11.499.000,11499000,,0,,,EXO GLOBAL,Makassar,2,Makassar,Komputer & Laptop,Tidak,,Tidak,https://www.tokopedia.com/exoglobal/laptop-axioo-mybook-pro-k5-16n5-i5-1135g7-16gb-512gb-nvme-tkdn-resmi-1732265705586722652?extParam=ivf%3Dfalse%26keyword%3Dlaptop+axioo%26search_id%3D2026061704212501386BD6D8E09115BJMY%26src%3Dsearch%26whid%3D5915931,https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/736760da82214ff591c7862a17dde573~tplv-aphluv4xwc-white-pad-v1:200:200.jpeg?lk3s=97278606&x-expires=1781673685&x-signature=kRog3TN5tSjpL%2B8L%2FgSklwFudSc%3D&x-signature-webp=nzOavaJB6rB77hJXcWqjk7etAYM%3D
"LAPTOP AXIOO MYBOOK PRO K5 (8N5) i5 8GB 512GB 14""FHD IPS TKDN RESMI",Rp10.956.000,10956000,,0,,,EXO GLOBAL,Makassar,2,Makassar,Komputer & Laptop,Tidak,,Tidak,https://www.tokopedia.com/exoglobal/laptop-axioo-mybook-pro-k5-8n5-i5-8gb-512gb-14-fhd-ips-tkdn-resmi-1732265465369888604?extParam=ivf%3Dfalse%26keyword%3Dlaptop+axioo%26search_id%3D2026061704212501386BD6D8E09115BJMY%26src%3Dsearch%26whid%3D5915931,https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/d0283a4c96dc423296c52c1a1fb73fd0~tplv-aphluv4xwc-white-pad-v1:200:200.jpeg?lk3s=97278606&x-expires=1781673685&x-signature=XNYOQv2Q9nbZ%2B3E3IA5ejmuyBgk%3D&x-signature-webp=F87WF1F6eklCThcO3P5pitp3mVw%3D
"LAPTOP AXIOO MYBOOK PRO K5 (8N2) i5 8GB 256GB 14""FHD IPS TKDN RESMI",Rp10.053.000,10053000,,0,,,EXO GLOBAL,Makassar,2,Makassar,Komputer & Laptop,Tidak,,Tidak,https://www.tokopedia.com/exoglobal/laptop-axioo-mybook-pro-k5-8n2-i5-8gb-256gb-14-fhd-ips-tkdn-resmi-1732049697493321564?extParam=ivf%3Dfalse%26keyword%3Dlaptop+axioo%26search_id%3D2026061704212501386BD6D8E09115BJMY%26src%3Dsearch%26whid%3D5915931,https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/996c8b7e054c404a9cf386f83b80abc8~tplv-aphluv4xwc-white-pad-v1:200:200.jpeg?lk3s=97278606&x-expires=1781673685&x-signature=Bs30eYqgzWWuPjGv6ZKCqbc%2FYmQ%3D&x-signature-webp=8LTRcY4aOYRKIB1Iq%2FpzEGYFdlg%3D
